IN,6732219,615,1000,1040,941,489,841,591,7541,10214,11921,10497,4930,13140,7191
KS,2913314,0,0,966,0,723,0,1282,0,0,5509,0,4855,0,9937
KY,4467673,1264,0,639,700,627,608,376,1264,0,8110,8198,3293,9476,4079
LA,4648794,1223,0,899,918,778,640,567,23808,0,18874,13142,14205,15062,15635
MA,6892503,0,144,488,313,827,175,213,0,8192,26327,21569,19246,11478,14733
MD,6045680,579,624,670,580,414,520,503,11876,15550,15921,11328,8049,9173,14699
ME,1344212,18,32,32,19,21,16,29,3932,3854,3648,2924,2895,1756,2302
MI,9986857,764,1426,0,527,688,654,490,73669,31911,0,29987,31975,21664,18667
MN,5639632,717,734,825,690,557,345,564,8347,8985,10619,8477,17063,2938,5405
MO,6137428,818,1293,1231,1058,1258,794,1148,9321,7295,9001,10021,6056,8070,11851
MS,2976149,626,945,874,894,1348,795,276,626,2875,1302,894,1348,795,4167
MT,1068778,53,160,144,116,110,54,42,980,929,923,911,911,733,2759
NC,10488084,1472,1729,2008,1972,1153,1263,564,24882,19504,25570,23241,25821,14385,10262
ND,762062,139,256,231,274,188,134,59,1707,1764,1993,1987,1412,374,559
NE,1934408,154,278,308,215,262,191,131,1625,2537,3051,1815,2629,2305,1984
NH,1359711,15,42,0,14,19,13,16,1374,4951,0,1659,1083,923,1026
NJ,8882190,258,419,290,100,329,331,312,258,32629,30195,27395,24638,21344,20572
NM,2096829,207,144,202,170,79,92,106,207,9987,6127,5272,5824,6485,5176
NV,3080156,532,636,849,556,389,672,662,3571,3179,4499,3881,2209,1833,3298
NY,19453561,572,653,709,601,631,655,408,73471,94196,98171,80383,79794,66236,56483
OH,11689100,637,1119,1043,1122,958,861,775,22624,22614,24493,21767,18514,19121,18596
OK,3956971,566,853,1077,746,597,615,369,566,10179,8931,7408,7143,19055,369
OR,4217737,227,289,256,295,194,225,189,3129,4854,4698,4916,4624,4896,2231
PA,12801989,619,796,693,791,570,735,384,11848,12615,13438,17753,14331,11512,10072
PR,3193694,319,731,703,209,221,953,754,319,731,703,209,221,953,754
RI,1059361,88,153,151,76,103,120,58,2357,4119,5940,76,22048,2221,686
SC,5148714,693,917,1058,909,739,719,456,693,8034,9323,7763,4908,4215,5490
SD,884659,141,251,193,125,123,83,86,989,1604,1474,936,911,637,433
TN,6829174,1854,1239,1669,1375,2022,1034,1036,35579,25283,27466,21774,32560,22230,12732
TX,28995881,4398,5559,5021,5303,7024,7282,7368,22770,55275,27936,24577,9520,17196,29758
UT,3205958,301,369,463,461,364,263,242,2172,2597,3130,4981,3482,4458,3026
VA,8535519,894,1212,978,863,737,861,734,11518,15302,18055,15050,15973,16002,18860
VT,623989,4,12,4,4,3,3,12,1435,1594,1535,1558,3,871,1876
WA,7614893,61,184,441,443,563,598,640,2442,7085,11955,12382,14264,14503,15547
WI,5822434,479,975,848,769,710,709,469,4361,7750,9744,9131,8766,9357,5507
WV,1792147,87,119,84,181,70,99,68,4248,7420,6522,7808,3929,4787,5432
WY,578759,36,19,56,38,67,32,45,36,19,607,1042,586,1511,758
AK,731545,106,85,119,95,66,50,66,4732,663,1757,1376,1772,10351,2358
AL,4903185,853,1271,752,771,935,831,1686,8554,10762,21670,6020,11147,2291,16430
AR,3017804,673,-400,626,652,703,383,645,33117,0,4554,9257,703,3165,4844
AZ,7278717,883,933,927,1351,706,1214,600,13900,8683,8470,12599,6247,7830,5068
CA,39512223,7873,12614,7934,7085,11645,12500,7751,109151,111899,103171,134941,105543,175426,164483
CO,5758736,300,319,463,315,402,379,336,5680,6640,7113,4175,3716,4963,5624
CT,3565287,0,0,115,76,22,117,247,0,0,10240,7976,7962,8225,38077
DC,705749,61,41,94,65,63,89,54,3575,2870,6562,2843,1929,4269,2395
DE,973764,55,56,373,268,0,65,59,1569,1230,1474,3160,0,1463,2494
FL,21477737,3779,6352,6148,6236,8109,5831,4155,26124,35808,32299,28303,30195,29587,24039
GA,10617423,1862,3273,3227,2515,3565,3563,2429,15345,14740,24216,23353,17692,29960,24485
HI,1415872,282,231,0,354,320,140,152,2751,2418,3030,354,4077,3600,152
IA,3155070,635,861,596,530,477,258,282,4484,4976,4828,6135,3751,2275,2295
ID,1787065,304,542,498,538,495,429,176,1906,2249,3110,1831,3344,1500,1469
IL,12671821,1562,1828,2296,1834,1645,1549,1319,35527,42586,47277,44172,40453,39813,31034
IN,6732219,739,1044,1067,1043,660,870,664,8497,10082,7452,9933,4679,8674,10322
KS,2913314,0,0,1338,0,817,0,1092,0,0,7142,0,7077,0,9065
KY,4467673,385,632,612,741,1152,539,272,385,10702,12410,12104,5268,10009,8696
LA,4648794,1181,0,1298,1135,1179,1164,562,19894,0,19734,16236,28866,19467,6800
MA,6892503,303,366,212,319,293,392,275,15164,22603,21340,27560,15464,14676,11062
MD,6045680,519,818,715,776,541,585,755,14239,16561,14464,15480,10838,10064,16710
ME,1344212,24,29,26,19,20,1,7,2845,2282,2733,3147,6645,1546,1913
MI,9986857,477,1058,868,1167,476,907,580,28794,29570,37897,39378,34811,23058,20677
MN,5639632,739,690,730,690,464,323,618,8842,10237,9720,9621,6291,1547,8569
MO,6137428,1078,1127,1473,1267,1595,981,2575,9099,9445,12039,11509,9766,16321,14603
MS,2976149,381,825,944,612,1081,644,476,381,7898,1672,612,2329,9167,476
MT,1068778,91,118,134,139,164,87,65,897,957,1907,1645,1460,920,3394
NC,10488084,1246,1536,1346,1763,1166,1051,626,19999,24463,25367,25643,1166,14528,14745
ND,762062,143,123,152,200,87,171,117,1512,1420,1412,1820,1076,1847,1050
NE,1934408,253,328,416,214,334,264,187,2940,3131,4164,968,2396,2833,2774
NH,1359711,8,59,0,34,26,21,9,1544,1702,0,1131,5026,1100,1684
NJ,8882190,13,278,570,656,463,444,258,28790,31264,25581,27018,25243,25820,21936
NM,2096829,142,173,171,173,199,129,200,6107,8378,5497,4313,7141,5241,7299
NV,3080156,697,859,1099,602,528,548,742,3916,3787,3961,5007,2258,2009,3846
NY,19453561,607,734,727,737,700,667,476,77085,87934,84728,87163,87076,76392,53526
OH,11689100,613,1117,1131,1178,1422,1095,883,26682,21824,24971,23749,19188,19031,18213
OK,3956971,544,901,794,705,670,765,397,544,10274,11176,8460,7202,19022,397
OR,4217737,244,405,313,278,248,286,216,3674,11367,5531,4443,5206,6070,3479
PA,12801989,660,850,829,991,849,828,601,12519,15145,15866,16897,16663,14483,12472
PR,3193694,311,567,682,372,671,582,700,311,567,682,372,671,582,700
RI,1059361,75,104,95,111,76,119,28,1237,1797,1296,2230,1887,1704,829
SC,5148714,615,1041,932,935,844,971,724,6586,7575,44824,5004,2894,3750,4922
SD,884659,156,94,127,82,102,50,58,1169,1341,1117,1060,1117,882,522
TN,6829174,1961,1289,1947,2118,1478,1001,1202,25621,16426,22375,25911,17430,11876,13585
TX,28995881,6744,8245,7018,6755,6200,9803,4455,110621,31390,44260,117648,11297,9803,43342
UT,3205958,331,345,552,334,338,362,263,3295,4739,4609,3113,2322,3627,3684
VA,8535519,937,912,1216,1101,776,996,663,15671,16056,12953,17446,15235,9002,16626
VT,623989,6,8,17,6,6,10,3,1032,2872,1493,828,1110,594,659
WA,7614893,150,345,623,606,601,683,803,4801,8491,13887,14511,16011,15268,18151
WI,5822434,699,866,1059,968,531,767,521,5414,10506,9418,11472,9446,12875,7660
WV,1792147,107,183,123,143,133,121,60,4988,5361,5062,4133,4497,3444,3912
WY,578759,59,44,64,33,13,31,-8,59,44,357,207,466,1139,1015
AK,731545,100,85,65,40,58,61,80,4226,4657,7214,4253,4572,6781,2637
AL,4903185,2947,86,1709,1938,952,1041,1217,10002,86,7923,10386,4207,7209,6764
AR,3017804,1344,0,1011,735,912,784,1424,10964,0,10676,4290,912,5715,11395
AZ,7278717,816,1054,1406,1444,1698,1008,1030,5226,10622,7575,8878,12600,5818,6960
CA,39512223,8373,7371,8436,5258,5295,4526,5739,110219,103274,87983,85805,98392,116491,142982
CO,5758736,431,457,448,594,426,252,449,6318,7311,5596,9303,2993,4539,6191
CT,3565287,0,0,75,20,115,48,252,0,0,7460,8969,11723,7041,34934
DC,705749,100,64,71,75,45,85,39,4508,4545,2671,3083,2653,1227,1584
DE,973764,73,57,80,69,159,82,106,2152,1053,2001,1934,1233,1567,2642
FL,21477737,6229,8502,7686,7650,5409,5446,4752,33562,40431,31890,34829,25017,26214,27049
GA,10617423,3169,4423,4109,3182,3765,2513,2258,33913,40414,24258,26356,27047,15498,19503
HI,1415872,231,201,151,172,143,206,45,2467,3761,224,2211,1671,3227,593
IA,3155070,506,418,504,702,617,201,349,4757,4429,5076,5990,5440,3695,2008
ID,1787065,573,523,692,473,559,331,230,1287,3748,3415,2233,3550,2110,808
IL,12671821,1382,2190,2103,1953,1759,1471,1298,39972,45826,44785,39733,44909,41127,27177
IN,6732219,1041,1033,1239,1040,720,822,576,11618,10329,11520,11080,6487,8714,5863
KS,2913314,0,0,921,0,841,0,1064,0,0,6873,0,6038,0,8268
KY,4467673,404,782,542,513,544,689,323,404,5659,9008,11109,12423,6873,2834
LA,4648794,2653,0,1500,1303,1482,3615,1099,32916,0,18530,13802,18528,52332,13371
MA,6892503,329,420,417,231,440,546,199,16866,16269,14420,11393,16878,14878,12113
MD,6045680,922,775,801,579,572,710,870,18900,11924,13882,9167,9477,10999,14981
ME,1344212,16,12,17,5,17,5,12,2569,2667,2789,2666,2467,1611,2059
MI,9986857,535,721,814,763,718,801,613,25676,37805,29203,25343,25339,26791,24369
MN,5639632,797,916,545,861,617,602,613,12779,10210,10246,10996,8895,5505,13050
MO,6137428,0,0,996,1062,1241,1193,1047,0,0,9433,10675,7810,7382,9434
MS,2976149,527,1210,1036,956,1245,1074,572,527,5168,3635,3763,12786,1074,572
MT,1068778,63,132,155,173,115,81,40,1037,958,1786,2518,1773,1647,5173
NC,10488084,1452,1954,1545,1979,1127,1629,1313,15330,28000,33517,29103,18515,14987,22587
ND,762062,91,180,149,122,122,149,127,1217,1485,1832,1585,1420,1571,2383
NE,1934408,141,283,332,311,222,254,311,1995,3353,3389,2765,3024,2499,3552
NH,1359711,13,76,23,26,33,26,21,1321,2710,1035,1405,1107,2188,1639
NJ,8882190,344,368,360,374,357,356,264,48716,368,22187,42853,21725,356,18438
NM,2096829,150,192,207,226,210,114,220,7124,8280,6767,6357,12805,3443,8147
NV,3080156,811,886,976,729,649,980,994,3774,5135,5827,8349,1381,3241,1753
NY,19453561,515,703,714,703,636,746,545,65297,74154,69456,71667,72032,70247,51294
OH,11689100,879,1294,1204,1166,1199,1143,932,23176,20104,23852,22260,17602,19126,17065
OK,3956971,486,825,854,837,1101,861,377,486,6925,10308,9086,6353,18352,377
OR,4217737,262,374,411,246,280,333,269,8708,374,5020,5214,6608,2450,3205
PA,12801989,760,813,758,807,705,854,565,13393,15345,15890,14719,12491,14106,11435
PR,3193694,697,738,752,283,327,533,380,697,738,752,283,327,533,380
RI,1059361,74,94,127,130,91,144,224,1451,1898,2123,2058,1491,1743,3826
SC,5148714,975,1241,1422,1325,1282,1239,1163,6934,8873,10394,6198,6883,7543,8255
SD,884659,128,106,98,105,89,59,65,782,1154,1055,1095,904,674,630
TN,6829174,2127,1803,2432,2252,1657,1805,1009,25507,21651,24409,20894,17738,16312,11226
TX,28995881,4879,6959,7039,7598,8706,9167,11529,8328,6959,49013,28647,14681,41095,75278
UT,3205958,376,376,460,587,421,378,354,3882,6879,3249,4482,4945,4396,3112
VA,8535519,897,1307,2015,818,798,1145,1324,20333,12976,11803,14353,10920,11785,13758
VT,623989,5,6,3,9,5,4,1,883,835,907,1053,184,1559,556
WA,7614893,195,366,659,706,725,839,840,4795,8976,14356,13883,14343,15535,16694
WI,5822434,622,1185,1043,875,939,770,411,6797,11997,13097,16867,16139,17410,6769
WV,1792147,131,130,156,118,108,78,119,5021,5113,5112,4697,4047,3315,3715
WY,578759,37,13,42,35,39,36,40,37,13,475,359,432,327,1459
AK,731545,157,150,118,117,92,144,104,4300,5377,7931,1276,9697,6363,104
AL,4903185,2095,1626,1961,1980,1416,1251,1821,6604,6278,7398,9853,1460,6189,6452
AR,3017804,0,662,752,791,787,734,824,0,10450,752,6321,4912,4281,6800
AZ,7278717,1465,2992,3212,2525,2339,2107,1813,6313,11915,17265,9312,8159,10491,9417
CA,39512223,9032,6542,8086,10197,8755,6000,6891,140356,69004,169115,106177,90845,115288,121548
CO,5758736,458,605,408,482,749,229,547,6711,6452,6266,7013,10998,2413,6845
CT,3565287,0,0,140,130,463,94,207,0,0,15128,12822,12625,7543,31772
DC,705749,69,79,69,58,54,87,78,3342,4961,5682,2883,1973,3787,2472
DE,973764,72,89,99,87,126,70,116,1943,1760,2085,1760,2267,1494,2950
FL,21477737,7104,9642,9007,9956,9446,9230,8892,34450,41713,39964,42396,37020,39572,36102
GA,10617423,3165,3660,4066,3963,3271,4209,2890,25390,17738,29232,24962,21867,30154,21128
HI,1415872,86,122,124,108,46,28,63,3304,1761,2032,1545,1126,2244,63
IA,3155070,516,394,544,761,500,223,354,4632,4164,4770,5625,4777,2367,3892
ID,1787065,393,475,567,457,528,517,350,2033,2288,3024,2020,1797,2206,1420
IL,12671821,1467,1639,1980,1772,1393,1076,1231,37478,38170,47841,39362,36794,27255,29336
IN,6732219,735,968,901,954,621,771,535,9702,10255,10634,10656,6808,8247,5945
KS,2913314,0,0,942,0,698,0,1063,0,0,6616,0,5315,0,1063
KY,4467673,462,572,765,659,601,525,522,462,8279,7752,10306,10027,9738,5030
LA,4648794,3467,0,1799,1708,1735,1121,2343,33730,0,23054,20551,17092,15161,24415
MA,6892503,418,428,514,414,502,256,289,12959,12305,18764,11920,15200,9703,10109
MD,6045680,909,1019,1169,892,761,648,1128,14523,17144,16057,14114,9942,12090,15818
ME,1344212,21,25,24,22,28,6,18,2307,2554,2336,2708,2949,1653,2105
MI,9986857,429,758,793,807,1016,785,512,24582,31625,30476,19138,64335,26608,29233
MN,5639632,759,725,771,745,666,478,650,11314,11189,771,14046,12437,8784,12702
MO,6137428,582,935,1489,2084,1927,1773,1123,5140,9037,10151,12150,6048,9247,13830
MS,2976149,672,1134,1168,1775,1505,1342,653,672,5834,3456,4802,8666,4194,3851
MT,1068778,112,116,151,138,201,94,39,2630,1467,1203,3123,3746,2659,6301
NC,10488084,1341,1730,1954,2344,1763,1749,1625,25757,27580,30224,31146,26131,26315,20466
ND,762062,56,132,167,73,89,151,112,56,2088,1935,704,951,1525,1777
NE,1934408,180,445,344,265,258,281,223,1804,3858,3719,2595,2672,1995,3140
NH,1359711,0,69,31,13,0,64,0,0,2584,881,1301,0,2410,0
NJ,8882190,321,369,690,204,471,483,449,48859,369,36075,16678,57907,483,30103
NM,2096829,196,212,252,345,289,460,254,7678,6163,6774,7413,7674,7712,8039
NV,3080156,1131,986,1264,1018,870,1105,997,6768,3331,4994,5242,5629,5102,4760
NY,19453561,531,753,644,777,715,534,608,58430,81984,68225,72769,61561,56863,56662
OH,11689100,944,928,1533,1733,1396,1320,1104,23699,23641,20329,23902,20708,53315,16563
OK,3956971,494,1244,747,1117,848,1089,1401,494,10370,9815,7386,16539,19723,1401
OR,4217737,280,325,361,410,305,328,330,3761,5098,5193,4074,6194,4762,3761
PA,12801989,654,888,970,860,834,1120,839,11593,14562,15965,14996,14087,17352,13648
PR,3193694,539,1091,209,511,221,409,288,539,1091,209,511,221,409,288
RI,1059361,0,0,72,150,75,210,291,0,0,1425,1904,1430,4132,6299
SC,5148714,1189,1583,1444,1726,1737,1692,1218,9199,17451,1444,8675,8923,9737,9870
SD,884659,88,103,79,44,149,48,49,933,1194,1211,587,2074,616,49
TN,6829174,1443,2225,3088,2049,1778,2555,2553,18002,27223,29505,22524,17950,22504,26047
TX,28995881,0,9539,8839,8800,9042,8342,4267,0,68488,51439,61306,53400,39702,54640
UT,3205958,473,506,500,502,339,446,436,2983,3844,4043,5674,3343,4205,4071
VA,8535519,981,913,984,911,999,922,1505,11684,15701,14790,17306,16347,19277,9466
VT,623989,5,7,7,1,1,3,2,1284,1017,1077,822,599,1241,806
WA,7614893,228,410,687,733,875,909,973,4559,8586,14129,13855,14401,15194,16323
WI,5822434,932,1124,855,1091,924,783,601,8721,13796,14547,16211,13824,13662,6356
WV,1792147,119,93,220,96,153,119,94,3869,3143,6287,3258,4130,3692,4213
WY,578759,39,43,40,58,39,69,45,39,43,618,571,1193,2368,45
AK,731545,234,120,64,65,94,111,137,1964,4374,10999,4111,6613,2929,2439
AL,4903185,1164,2125,1793,2399,1455,1467,1880,6911,10502,7664,7640,7652,5126,6375
AR,3017804,1374,0,990,1013,591,728,1394,14429,0,13994,5241,591,6091,12251
AZ,7278717,1973,3740,3357,2335,1926,3500,1559,7521,17052,10747,6397,4389,10643,5985
CA,39512223,8259,10066,9718,12040,12807,9231,6846,112525,121413,127854,101845,114680,113380,120623
CO,5758736,809,666,616,639,493,424,354,9843,8201,4850,7370,5610,8706,5877
CT,3565287,0,0,544,9,127,41,162,0,0,24640,13473,11442,41,5503
DC,705749,63,68,78,42,102,88,78,2526,3681,3161,2407,3759,3883,3897
DE,973764,115,-27,278,132,46,227,0,2956,2623,1697,2786,1040,5125,0
FL,21477737,9344,12199,12444,10249,9785,9440,10347,40782,47542,53250,45982,45176,38204,39118
GA,10617423,2765,3787,4813,4286,3314,3413,2452,18340,21609,40693,15808,18239,18097,16010
HI,1415872,71,59,55,17,25,12,27,1191,1440,2423,614,1374,815,1294
IA,3155070,529,400,637,841,319,308,443,3807,3990,4950,9009,3684,3581,2610
ID,1787065,563,528,414,500,556,393,571,2221,2719,2953,2355,2344,2790,1131
IL,12671821,1541,1426,1599,1624,1598,955,1173,39303,36774,42798,38082,38035,28790,33425
IN,6732219,852,922,996,929,757,710,635,10185,10603,11470,10941,8851,8435,8145
KS,2913314,0,0,1005,0,770,0,1369,0,0,8276,0,6385,0,10809
KY,4467673,315,833,784,607,480,646,253,315,7274,7897,5113,9902,13893,1177
LA,4648794,3840,0,2084,2296,2771,1691,3186,29698,0,22774,19671,27168,18347,30434
MA,6892503,369,283,338,327,287,244,255,9507,11120,12890,15863,10594,7656,10491
MD,6045680,694,1288,930,664,627,860,554,12552,19688,14379,5544,17839,14228,8940
ME,1344212,24,33,20,14,0,12,24,1921,2720,2925,2643,2775,3009,1761
MI,9986857,1589,0,641,701,671,664,527,54509,0,27281,26410,29567,21922,21803
MN,5639632,862,803,767,760,504,350,903,15816,17017,16794,16004,11188,9099,13319
MO,6137428,1218,1357,1652,1637,1301,1138,530,6012,5749,7679,12187,7839,7270,12303
MS,2976149,1207,1434,1610,982,1547,1635,1251,1207,8972,5858,982,6285,3588,10647
MT,1068778,82,221,129,97,101,91,88,1218,1594,2853,2603,2415,1869,5795
NC,10488084,1621,2097,2102,1892,2140,1815,1268,32722,26648,24520,29963,30683,33294,27756
ND,762062,140,121,122,125,159,82,107,2079,1430,1771,1424,1813,1234,2017
NE,1934408,221,356,332,296,343,264,102,2638,3175,3169,2656,3837,3281,2393
NH,1359711,21,97,23,33,13,46,0,1298,2401,2890,1308,703,1398,0
NJ,8882190,505,513,458,242,389,293,180,64627,513,27548,18467,22585,14788,11557
NM,2096829,313,312,335,311,302,244,235,6935,7880,7316,7492,4732,7038,8316
NV,3080156,1018,931,966,1262,1129,815,948,7383,7719,6769,8566,4357,2586,4685
NY,19453561,536,750,753,811,705,855,519,53032,70716,75754,68887,66954,65314,48823
OH,11689100,889,1438,1560,1444,1527,1047,1236,31720,24756,21042,21987,20045,17064,17762
OK,3956971,1204,965,1147,668,975,893,168,1204,41702,8720,6909,6240,21382,168
OR,4217737,266,388,391,320,254,292,268,4199,7055,7685,5377,7277,4927,4186
PA,12801989,800,1054,1213,962,631,1027,711,12071,17328,18118,13178,15083,14823,11823
PR,3193694,603,573,494,435,98,479,398,603,573,494,50206,98,479,398
RI,1059361,0,0,76,86,76,82,111,0,0,613,2397,1816,1257,4313
SC,5148714,1191,1401,2001,1564,1705,1892,1459,8132,7717,8897,7750,8762,8485,9471
SD,884659,90,105,57,66,58,76,37,923,2318,897,1412,1155,1115,530
TN,6829174,3140,1718,2091,2570,2473,2190,1639,47338,8043,24537,29587,23122,20876,16231
TX,28995881,5810,6020,8701,9507,9879,9305,7404,58123,68091,58574,51001,50695,49715,44786
UT,3205958,350,661,863,521,566,486,409,4862,5407,7786,3499,5393,5553,6173
VA,8535519,958,1245,1127,844,1022,996,945,16839,18899,16972,17169,13073,18635,12153
VT,623989,4,11,8,11,0,6,10,989,1113,1102,829,795,1073,1358
WA,7614893,321,482,793,871,1016,1084,990,4623,9087,14382,13582,14751,15973,16737
WI,5822434,965,988,1058,1086,747,1161,727,9021,13248,16438,14212,14068,13371,6289
WV,1792147,139,126,145,344,7,57,100,4673,3615,1956,8341,2054,5289,3892
WY,578759,29,41,58,59,50,51,61,29,41,58,3896,50,51,61
AK,731545,118,78,49,401,52,40,60,4529,2871,2343,6528,6568,2843,1055
AL,4903185,1777,2143,2003,2021,1812,1710,1958,9261,9237,10003,8039,10148,7775,6140
AR,3017804,771,0,648,817,564,794,572,5395,5508,5888,4368,4913,6531,572
AZ,7278717,2359,2742,3910,3259,3257,4273,1357,11629,4281,11792,10045,10762,15244,4897
CA,39512223,9329,9199,9986,8544,11126,7346,8358,110305,113920,118605,113688,107195,123244,129408
CO,5758736,444,618,571,469,444,329,322,4711,5816,7562,5757,4591,5261,6940
CT,3565287,0,0,143,114,106,20,223,27162,0,143,14311,11429,12123,2363
DC,705749,67,79,39,50,80,40,59,2743,3269,1326,2248,3948,3656,3278
DE,973764,90,92,223,64,81,90,75,2148,2055,3517,1418,1707,2147,1879
FL,21477737,12478,10328,11466,13965,10181,9194,12624,58175,40892,53684,65700,40529,36475,52943
GA,10617423,3251,4689,3908,3441,3871,3394,3643,20262,28439,16548,19798,20078,19673,20908
HI,1415872,20,23,19,28,21,23,20,1620,1768,1798,1802,1466,877,1230
IA,3155070,816,185,590,841,442,320,458,10946,1091,5412,8298,6462,3372,1845
ID,1787065,550,619,688,727,316,500,397,3131,1567,2768,2222,3314,2652,1474
IL,12671821,965,1276,1427,1257,1187,707,883,31148,44823,42308,41749,36974,27739,29129
IN,6732219,917,841,733,710,685,648,425,11508,8979,8344,8259,7495,7352,5337
KS,2913314,0,0,1032,0,875,0,1447,0,0,8947,0,7324,0,11949
KY,4467673,977,579,522,406,454,570,264,1546,6560,14536,8411,3177,13101,3451
LA,4648794,3116,0,2179,2280,2089,2215,1705,22248,0,17624,20657,22656,20814,16726
MA,6892503,296,359,298,234,217,303,230,13406,11887,12605,12737,10282,11768,8433
MD,6045680,925,835,707,648,756,733,418,17874,11935,14980,11793,13263,13379,8148
ME,1344212,41,10,38,20,12,8,19,2467,1474,2945,2511,2444,1505,1629
MI,9986857,530,745,754,926,1049,666,422,27851,29827,29598,26309,33084,19693,16850
MN,5639632,734,457,666,605,572,398,491,16492,15994,13633,14110,12311,8227,13446
MO,6137428,846,960,866,708,888,936,447,7357,12020,7729,10646,11956,8390,9822
MS,2976149,792,1017,1032,1230,1025,862,393,792,4804,6532,5813,5619,5936,7811
MT,1068778,62,105,135,135,144,109,85,1218,1370,2429,3947,2218,2592,3949
NC,10488084,1820,2481,2051,2160,1782,1956,1827,13901,32688,29166,25960,28009,32404,19084
ND,762062,113,116,122,103,72,54,102,2227,1925,1295,1389,1459,1104,1291
NE,1934408,120,227,155,262,318,227,174,1130,4728,2812,3224,3190,4349,3382
NH,1359711,38,0,52,22,23,14,30,1554,0,3462,1141,1058,1148,1447
NJ,8882190,-31,263,50,223,363,393,224,9718,12259,8974,17334,20753,20453,14557
NM,2096829,280,318,297,327,223,263,255,8086,8612,6066,6672,5428,5735,7348
NV,3080156,1288,1182,1380,1447,849,1104,832,5963,4348,4784,4971,3396,5883,4805
NY,19453561,502,754,776,769,831,912,557,45702,69063,77463,71916,62767,59133,51130
OH,11689100,1110,1542,1679,1290,1316,1142,1261,23368,20770,25652,24880,17558,17856,17104
OK,3956971,209,916,699,628,1075,993,510,209,9771,7528,8864,4956,19519,510
OR,4217737,430,347,293,428,276,367,268,4367,6251,4956,6732,6054,4377,4272
PA,12801989,786,763,1032,781,994,929,476,13866,12574,14717,14211,20372,14880,6714
PR,3193694,610,333,546,195,256,113,356,610,333,546,195,256,113,356
RI,1059361,0,0,82,71,52,101,175,0,0,1731,1442,1165,1314,6413
SC,5148714,2374,1552,1977,1838,1856,2221,1520,13019,7066,11434,12143,6646,8159,13073
SD,884659,44,73,95,42,80,48,25,796,1201,1842,451,1299,738,745
TN,6829174,1779,2517,2279,2479,2273,1514,3314,21866,20463,24696,23545,23512,16413,32632
TX,28995881,7300,10158,14916,10291,7307,10745,5655,82379,65206,52550,47365,36212,47810,41716
UT,3205958,785,760,727,954,413,448,546,5797,7674,7551,6494,7146,5738,4731
VA,8535519,1057,940,1002,904,1084,801,972,16605,12057,14529,15287,13048,16034,8998
VT,623989,12,4,9,7,13,4,5,2042,1076,317,675,721,1039,725
WA,7614893,334,524,878,825,962,948,1070,4877,9163,15519,14586,15888,16965,17490
WI,5822434,849,1031,929,942,848,967,505,7259,11446,12527,13371,13104,13716,6127
WV,1792147,148,111,126,100,150,148,52,5329,2848,3252,1170,3742,5639,1137
WY,578759,18,39,43,41,34,47,42,18,39,501,497,2852,47,42
AK,731545,94,62,51,46,42,46,0,2005,1383,6136,2297,1939,7621,0
AL,4903185,1640,1439,1334,2212,1177,907,925,7846,8365,20378,2212,5751,5362,4284
AR,3017804,1564,0,751,1540,0,259,1044,11189,4237,751,9849,2617,5428,5031
AZ,7278717,2537,3038,4221,4057,3520,3653,3352,9645,11741,11929,7934,8753,7303,10127
CA,39512223,8460,8047,7798,7031,11694,6090,5699,122444,91911,89505,75228,88111,96927,107516
CO,5758736,400,666,409,452,407,192,199,5842,8055,6029,5177,4026,4793,4739
CT,3565287,0,0,78,101,75,57,259,31006,0,78,12338,8102,7256,5686
DC,705749,46,58,64,37,73,54,33,2787,3108,4897,1597,3839,2673,1624
DE,973764,61,91,121,69,48,121,165,3233,1316,2382,1102,301,1385,3073
FL,21477737,15300,10360,11433,8935,9989,7347,6336,83408,43312,52796,28256,41024,27907,27405
GA,10617423,2525,3190,4484,2837,3420,3406,1548,16018,15335,22442,16176,17537,17093,8220
HI,1415872,42,28,36,23,41,7,24,1644,1611,1407,2033,1382,608,709
IA,3155070,424,663,744,731,480,372,304,5628,5450,6845,7577,6573,3464,2686
ID,1787065,577,500,459,430,487,319,363,2335,3771,2999,2859,2303,1757,1836
IL,12671821,954,1195,1327,1018,980,587,614,37940,31150,31670,35162,31762,26407,20520
IN,6732219,533,779,725,512,437,295,323,5968,6805,7545,5923,5345,3188,4547
KS,2913314,0,0,993,0,717,0,982,0,0,8304,0,5546,0,9676
KY,4467673,268,451,425,326,400,367,776,268,4761,8252,7766,5649,9163,3919
LA,4648794,1319,2167,2642,1843,1888,1936,1101,9229,17032,22466,12560,16251,32017,10090
MA,6892503,199,288,213,295,264,201,163,10947,7430,12642,9471,8971,7142,7569
MD,6045680,642,557,463,586,465,492,272,13472,7657,8019,8887,8265,6525,7127
ME,1344212,19,21,13,26,20,17,8,2405,1463,2635,2794,2012,1339,1610
MI,9986857,406,685,622,512,651,631,328,21627,26632,22630,23038,22841,16517,12216
MN,5639632,710,804,604,574,456,564,433,12247,15466,19781,11896,7267,4990,5245
MO,6137428,310,1134,0,795,575,773,420,10648,18591,0,11690,6417,7830,6816
MS,2976149,868,797,1031,703,674,957,357,868,3234,4477,7782,674,957,4190
MT,1068778,81,84,127,95,44,78,37,1221,1097,3286,2249,1050,2323,2783
NC,10488084,1908,2462,1982,2039,1435,1346,1546,21609,22984,26819,23090,23957,18098,13462
ND,762062,91,88,84,99,73,51,33,1537,1166,1663,1911,1409,726,421
